Z,A,M,HL,DHL,ELP,DELP,EEM,DEEM,EHP,DEHP
34,93,g,0.05,0.0,4110000.0,0.0,4110000.0,0.0,0.0,0.0
34,94,g,0.02,0.0,3666670.0,0.0,3666670.0,0.0,0.0,0.0
35,67,g,1e-09,1e-09,0.0,0.0,0.0,0.0,1631000.0,0.0
35,68,g,1.5e-06,0.0,0.0,0.0,0.0,0.0,560999.0,0.0
35,69,g,2.4e-08,0.0,0.0,0.0,0.0,0.0,441000.0,0.0
35,70,g,0.0791,0.0008,3540000.0,0.0,3540000.0,0.0,0.0,0.0
35,70,m,2.2,0.2,2152050.0,0.0,3298200.0,0.0,0.0,0.0
35,71,g,21.4,0.6,2020000.0,0.0,2020000.0,0.0,0.0,0.0
35,72,g,78.6,2.4,2716910.0,129362.0,2921830.0,0.0,0.0,0.0
35,72,m,10.6,0.4,50878.1,4808.25,50003.1,0.0,0.0,0.0
35,73,g,204.0,12.0,1520760.0,0.0,1520760.0,0.0,0.0,0.0
35,74,g,1524.0,18.0,1054860.0,74270.5,4355880.0,0.0,0.0,0.0
35,74,m,2760.0,120.0,1244240.0,183943.0,3791080.0,0.0,0.0,0.0
35,75,g,5802.0,78.0,549437.0,43426.3,1209690.0,0.0,0.0,0.0
35,76,g,57960.0,720.0,634615.0,24706.5,2753280.0,0.0,0.0,0.0
35,76,m,1.31,0.02,10131.4,0.0,112096.0,0.0,0.0,0.0
35,77,g,205326.0,21.6,7974.24,558.907,318879.0,0.0,0.0,0.0
35,77,m,256.8,6.0,85991.2,2321.84,19520.5,0.0,0.0,0.0
35,78,g,387.0,2.4,1023840.0,5469.93,1033900.0,0.0,0.0,0.0
35,79,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,79,m,4.864,0.035,46952.2,1240.71,159626.0,0.0,0.0,0.0
35,80,g,1056.0,3.0,724045.0,9463.25,77004.3,0.0,0.0,0.0
35,80,m,15876.0,36.0,61759.0,5422.52,24259.2,0.0,0.0,0.0
35,81,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,82,g,127152.0,108.0,142692.0,2983.68,2638030.0,0.0,0.0,0.0
35,82,m,365.4,4.2,70088.1,5342.39,8181.0,0.0,0.0,0.0
35,83,g,8640.0,72.0,325236.0,8995.16,6874.42,0.0,0.0,0.0
35,84,g,1905.6,4.8,1229380.0,109362.0,1757340.0,0.0,0.0,0.0
35,84,m,360.0,12.0,886922.0,48000.0,2768420.0,0.0,0.0,0.0
35,85,g,174.0,3.6,1041330.0,23023.6,61313.4,0.0,0.0,0.0
35,86,g,55.0,0.8,1943260.0,344839.0,3297170.0,0.0,0.0,0.0
35,87,g,55.7,0.2,1170000.0,30000.0,3938000.0,186.336,3783.03,186.336
35,88,g,16.5,0.1,1706000.0,35000.0,4609000.0,965.745,8068.2,965.745
35,89,g,4.37,0.05,2572120.0,107137.0,1711120.0,514.493,6483.7,514.493
35,90,g,1.9,0.04,3290290.0,173980.0,1537770.0,1289.34,21912.0,1289.34
35,91,g,0.538,0.013,3908960.0,279261.0,451188.0,2236.07,10000.0,2236.07
35,92,g,0.343,0.015,3272720.0,0.0,3272720.0,0.0,551008.0,0.0
35,93,g,0.102,0.01,2472960.0,0.0,2472960.0,0.0,1302830.0,0.0
35,94,g,0.07,0.02,2760020.0,0.0,2760020.0,0.0,1426020.0,0.0
35,95,g,0.05,0.0,4046670.0,0.0,4046670.0,0.0,0.0,0.0
35,96,g,0.02,0.0,4800000.0,0.0,4800000.0,0.0,0.0,0.0
35,97,g,0.01,0.0,4423330.0,0.0,4423330.0,0.0,0.0,0.0
36,69,g,0.032,0.01,4680000.0,0.0,4680000.0,0.0,0.0,0.0
36,70,g,0.052,0.017,2485900.0,0.0,2485900.0,0.0,0.0,0.0
36,71,g,0.1,0.003,4236200.0,128354.0,1118880.0,39.8909,1369.49,39.8909
36,72,g,17.16,0.18,1659360.0,0.0,1659360.0,0.0,0.0,0.0
36,73,g,27.3,1.0,2618670.0,296039.0,1478420.0,0.0,0.0,0.0
36,74,g,690.0,6.6,991498.0,0.0,991498.0,0.0,0.0,0.0
36,75,g,276.0,4.2,1491810.0,70303.7,1358980.0,0.0,0.0,0.0
36,76,g,53280.0,360.0,425001.0,0.0,425001.0,0.0,0.0,0.0
36,77,g,4464.0,36.0,680651.0,30618.3,1039450.0,0.0,0.0,0.0
36,78,g,3.47134e+27,0.0,2846400.0,0.0,0.0,0.0,0.0,0.0
36,79,g,126144.0,360.0,24630.6,597.315,257772.0,0.0,0.0,0.0
36,79,m,50.0,3.0,90063.9,8673.34,39800.6,0.0,0.0,0.0
36,80,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,81,g,6627100000000.0,315576000000.0,5385.05,537.69,7368.88,0.0,0.0,0.0
36,81,m,13.2,0.1,58768.1,5713.55,131722.0,0.0,0.0,0.0
36,82,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,83,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,83,m,6588.0,72.0,39096.7,2151.09,2766.75,0.0,0.0,0.0
36,84,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,85,g,339300000.0,725809.0,250125.0,697.407,2236.15,0.0,0.0,0.0
36,85,m,16128.0,28.8,254231.0,2351.55,157403.0,0.0,0.0,0.0
36,86,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,87,g,4578.0,30.0,1331070.0,58843.4,787882.0,0.0,0.0,0.0
36,88,g,10224.0,108.0,368714.0,52801.7,1949780.0,0.0,0.0,0.0
36,89,g,189.0,2.4,1467840.0,100948.0,1835740.0,0.0,0.0,0.0
36,90,g,32.32,0.09,1331960.0,75148.6,1282490.0,0.0,0.0,0.0
36,91,g,8.57,0.04,2304620.0,162356.0,1735320.0,0.0,0.0,0.0
36,92,g,1.84,0.008,2005050.0,103448.0,1386330.0,0.0,0.0,0.0
36,93,g,1.286,0.01,2831500.0,156631.0,2131410.0,0.0,0.0,0.0
36,94,g,0.21,0.004,2453020.0,0.0,2453020.0,0.0,9453.6,0.0
36,95,g,0.114,0.003,3209320.0,0.0,3209320.0,0.0,31869.2,0.0
36,96,g,0.08,0.007,2674560.0,0.0,2674560.0,0.0,43962.5,0.0
36,97,g,0.063,0.004,3334500.0,0.0,3334500.0,0.0,87664.5,0.0
36,98,g,0.046,0.008,2895350.0,0.0,2895350.0,0.0,96052.3,0.0
36,99,g,0.04,0.011,3553540.0,0.0,3553540.0,0.0,177477.0,0.0
36,100,g,0.01,0.0,3500000.0,0.0,3500000.0,0.0,0.0,0.0
37,71,g,1e-09,1e-09,0.0,0.0,0.0,0.0,2091000.0,0.0
37,72,g,1.5e-06,0.0,0.0,0.0,0.0,0.0,1511000.0,0.0
37,73,g,3e-08,0.0,0.0,0.0,0.0,0.0,601999.0,0.0
37,74,g,0.064776,3e-05,4452640.0,5145.7,1021760.0,1.61401,1415.08,1.61401
37,75,g,19.0,1.2,2367330.0,0.0,2367330.0,0.0,0.0,0.0
37,76,g,36.5,0.6,2354820.0,107919.0,3330010.0,0.0,0.0,0.0
37,77,g,226.8,2.4,1681920.0,309396.0,1514940.0,0.0,0.0,0.0
37,78,g,1059.6,4.8,1215800.0,61623.8,4059300.0,0.0,0.0,0.0
37,78,m,344.4,1.8,1535970.0,26852.3,3258120.0,0.0,0.0,0.0
37,79,g,1374.0,30.0,807139.0,32243.4,1402320.0,0.0,0.0,0.0
37,80,g,34.0,4.0,2038100.0,80414.1,1185880.0,0.0,0.0,0.0
37,81,g,16473.6,18.0,685665.0,0.0,685665.0,0.0,0.0,0.0
37,81,m,1815.0,15.0,73948.7,2368.29,28348.9,0.0,0.0,0.0
37,82,g,75.912,0.27,1407110.0,4439.7,1108280.0,0.0,0.0,0.0
37,82,m,23299.2,21.6,79564.8,6333.4,2904200.0,0.0,0.0,0.0
37,83,g,7447680.0,8640.0,8636.2,646.474,496071.0,0.0,0.0,0.0
37,83,m,0.0078,0.0007,0.0,0.0,42110.0,0.0,0.0,0.0
37,84,g,2894400.0,51840.0,144037.0,9916.46,887228.0,0.0,0.0,0.0
37,84,m,1224.0,6.0,80182.2,7839.95,382884.0,0.0,0.0,0.0
37,85,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,86,g,1610500.0,1728.0,656184.0,901.946,93783.2,0.0,0.0,0.0
37,86,m,61.0,0.2,9959.81,986.267,546022.0,0.0,0.0,0.0
37,87,g,1.51789e+18,2.84012e+16,81700.0,700.0,0.0,0.0,0.0,0.0
37,88,g,1068.0,6.0,2056990.0,20702.3,667156.0,0.0,0.0,0.0
37,89,g,924.0,12.0,929241.0,33107.0,2234210.0,0.0,0.0,0.0
37,90,g,157.0,3.0,1904000.0,100000.0,2280000.0,0.0,0.0,0.0
37,90,m,258.0,4.0,1118000.0,111800.0,3869000.0,0.0,0.0,0.0
37,91,g,58.4,0.4,1368400.0,13684.0,2706400.0,0.0,0.0,0.0
37,92,g,4.48,0.03,3496000.0,105000.0,464000.0,0.0,0.0,0.0
37,93,g,5.8,0.04,2117680.0,82276.6,2602360.0,399.849,4149.3,399.849
37,94,g,2.702,0.007,2450000.0,30000.0,4063000.0,797.962,10053.0,797.962
37,95,g,0.381,0.003,2828940.0,101926.0,2642120.0,772.336,7846.5,772.336
37,96,g,0.199,0.003,3849000.0,99921.2,2089120.0,28.5417,1093.42,28.5417
37,96,m,0.2,0.0,1952330.0,0.0,1952330.0,0.0,0.0,0.0
37,97,g,0.1699,0.0007,3774680.0,183466.0,1331810.0,0.0,0.0,0.0
37,98,g,0.114,0.005,3792760.0,0.0,3792760.0,0.0,224465.0,0.0
37,98,m,0.096,0.003,4272000.0,0.0,4272000.0,0.0,0.0,0.0
37,99,g,0.0503,0.0007,3476430.0,0.0,3476430.0,0.0,305864.0,0.0
37,100,g,0.051,0.008,4352820.0,0.0,4352820.0,0.0,105288.0,0.0
37,101,g,0.032,0.004,5106920.0,27627.9,426410.0,32.7944,1410.11,32.7944
37,102,g,0.037,0.005,4443420.0,0.0,4443420.0,0.0,406292.0,0.0
38,73,g,0.025,0.0,4783330.0,0.0,4783330.0,0.0,0.0,0.0
38,74,g,0.05,0.0,3739000.0,0.0,3739000.0,0.0,0.0,0.0
38,75,g,0.088,0.003,3459720.0,0.0,3459720.0,0.0,109493.0,0.0
38,76,g,8.9,0.3,2079930.0,0.0,2079930.0,0.0,0.0,0.0
38,77,g,9.0,0.2,2664850.0,141899.0,1198600.0,0.0,0.0,0.0
38,78,g,159.0,8.0,1254000.0,0.0,1254000.0,0.0,0.0,0.0
38,79,g,135.0,6.0,1775330.0,0.0,1775330.0,0.0,0.0,0.0
38,80,g,6378.0,90.0,40392.4,5928.6,437240.0,0.0,0.0,0.0
38,81,g,1338.0,24.0,1308970.0,0.0,1308970.0,0.0,0.0,0.0
38,82,g,2189980.0,1468.8,5039.07,84.3167,7850.73,0.0,0.0,0.0
38,83,g,116676.0,108.0,148987.0,14400.7,776216.0,0.0,0.0,0.0
38,83,m,4.95,0.12,31171.7,3049.08,228089.0,0.0,0.0,0.0
38,84,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,85,g,5603040.0,604.8,8686.67,185.994,514438.0,0.0,0.0,0.0
38,85,m,4056.6,3.0,13246.6,1117.04,215912.0,0.0,0.0,0.0
38,86,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,87,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,87,m,10137.6,39.6,66561.0,6559.44,320892.0,0.0,0.0,0.0
38,88,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,89,g,4369250.0,2592.0,580864.0,899.913,0.0,0.0,0.0,0.0
38,90,g,908839000.0,2208980.0,193500.0,500.0,0.0,0.0,0.0,0.0
38,91,g,34740.0,216.0,643998.0,25966.7,707162.0,0.0,0.0,0.0
38,92,g,9756.0,36.0,179903.0,3277.09,1380970.0,0.0,0.0,0.0
38,93,g,445.38,1.44,794584.0,40147.1,2218290.0,0.0,0.0,0.0
38,94,g,75.3,0.2,831279.0,3703.81,1433130.0,0.0,0.0,0.0
38,95,g,23.9,0.14,1901300.0,190130.0,1789700.0,0.0,0.0,0.0
38,96,g,1.07,0.01,1983040.0,88927.0,924904.0,0.0,0.0,0.0
38,97,g,0.429,0.005,2455780.0,0.0,2455780.0,0.0,114.712,0.0
38,98,g,0.653,0.002,2363210.0,219036.0,577432.0,0.0,0.0,0.0
38,99,g,0.27,0.01,2804770.0,325032.0,1268250.0,0.0,0.0,0.0
38,100,g,0.202,0.003,2342010.0,0.0,2342010.0,0.0,3723.92,0.0
38,101,g,0.118,0.003,3113590.0,0.0,3113590.0,0.0,21974.0,0.0
38,102,g,0.069,0.006,2795330.0,0.0,2795330.0,0.0,51682.2,0.0
38,103,g,0.05,0.0,3796670.0,0.0,3796670.0,0.0,0.0,0.0
38,104,g,0.03,0.0,3503330.0,0.0,3503330.0,0.0,0.0,0.0
38,105,g,0.02,0.0,4256670.0,0.0,4256670.0,0.0,0.0,0.0
39,76,g,5e-07,0.0,2590000.0,0.0,2590000.0,0.0,315501.0,0.0
39,77,g,0.063,0.017,3268200.0,0.0,3268200.0,0.0,4099.8,0.0
39,78,g,0.054,0.005,3548000.0,0.0,3548000.0,0.0,0.0,0.0
39,78,m,0.0058,0.0005,3548000.0,0.0,3548000.0,0.0,0.0,0.0
39,79,g,14.8,0.6,2372330.0,0.0,2372330.0,0.0,0.0,0.0
39,80,g,35.0,2.0,3185590.0,83503.5,2203680.0,0.0,0.0,0.0
39,80,m,4.8,0.3,590045.0,0.0,775130.0,0.0,0.0,0.0
39,81,g,70.4,1.0,2117020.0,541722.0,1173800.0,0.0,0.0,0.0
39,82,g,8.3,0.2,2606000.0,0.0,2606000.0,0.0,0.0,0.0
39,83,g,424.8,3.6,1486420.0,0.0,1486420.0,0.0,0.0,0.0
39,83,m,171.0,1.2,853567.0,0.0,878359.0,0.0,0.0,0.0
39,84,g,2370.0,48.0,977539.0,57848.4,4141090.0,0.0,0.0,0.0
39,84,m,4.6,0.2,2560800.0,356087.0,1249770.0,0.0,0.0,0.0
39,85,g,9648.0,180.0,1007320.0,0.0,1007320.0,0.0,0.0,0.0
39,85,m,17496.0,468.0,1084550.0,0.0,1084550.0,0.0,0.0,0.0
39,86,g,53064.0,72.0,217539.0,22152.0,3570120.0,0.0,0.0,0.0
39,86,m,2880.0,60.0,23068.5,1502.91,220106.0,0.0,0.0,0.0
39,87,g,287280.0,720.0,7196.58,572.209,461662.0,0.0,0.0,0.0
39,87,m,48132.0,108.0,78646.4,7353.2,308173.0,0.0,0.0,0.0
39,88,g,9212830.0,4320.0,6441.18,292.376,2693850.0,0.0,0.0,0.0
39,88,m,0.0139,0.0002,0.0,0.0,674550.0,0.0,0.0,0.0
39,89,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,89,m,15.663,0.005,7588.84,297.621,901405.0,0.0,0.0,0.0
39,90,g,230400.0,756.0,933815.0,1200.15,1.23656,0.0,0.0,0.0
39,90,m,11484.0,216.0,45271.5,1064.56,635309.0,0.0,0.0,0.0
39,91,g,5055260.0,5184.0,605944.0,856.962,3133.0,0.0,0.0,0.0
39,91,m,2982.6,2.4,27514.6,1067.66,528263.0,0.0,0.0,0.0
39,92,g,12744.0,72.0,1436960.0,27944.8,251599.0,0.0,0.0,0.0
39,93,g,36648.0,288.0,1172780.0,22544.8,96452.7,0.0,0.0,0.0
39,93,m,0.82,0.04,77751.2,2644.92,679581.0,0.0,0.0,0.0
39,94,g,1122.0,6.0,1814300.0,95616.3,764239.0,0.0,0.0,0.0
39,95,g,618.0,6.0,1436470.0,34495.6,1091950.0,0.0,0.0,0.0
39,96,g,5.34,0.05,3202750.0,20123.2,80107.0,0.0,0.0,0.0
39,96,m,9.62,0.15,1851140.0,160667.0,4486450.0,0.0,0.0,0.0
39,97,g,3.75,0.02,2135040.0,297234.0,1845990.0,55.6621,118.938,55.6621
39,97,m,1.17,0.03,2317490.0,105766.0,2110630.0,75.3721,142.483,75.3721
39,97,n,0.142,0.008,120745.0,18056.6,2807450.0,0.0,0.0,0.0
39,98,g,0.59,0.03,2779900.0,152394.0,2613360.0,103.949,1039.49,103.949
39,98,m,2.0,0.2,2788180.0,157258.0,3294440.0,1575.751,15757.51,1575.751
39,99,g,1.477,0.005,2948700.0,145970.0,916740.0,735.665,7356.65,735.665
39,100,g,0.735,0.007,3080320.0,0.0,3080320.0,0.0,5535.42,0.0
39,100,m,0.94,0.03,3170000.0,0.0,3170000.0,0.0,0.0,0.0
39,101,g,0.45,0.02,3553470.0,836900.0,720964.0,0.0,0.0,0.0
39,102,g,0.3,0.01,3165310.0,0.0,3165310.0,0.0,42859.1,0.0
39,102,m,0.36,0.04,3231160.0,0.0,3231160.0,0.0,45309.1,0.0
39,103,g,0.224,0.019,2986440.0,0.0,2986440.0,0.0,94574.1,0.0
39,104,g,0.13,0.02,3494000.0,349400.0,3750000.0,4950.0,49476.0,4950.0
39,105,g,0.15,0.02,3325000.0,332500.0,2372000.0,12350.0,123480.0,12350.0
39,106,g,0.05,0.0,4310000.0,0.0,4310000.0,0.0,0.0,0.0
39,107,g,0.03,0.0,4156670.0,0.0,4156670.0,0.0,0.0,0.0
39,108,g,0.02,0.0,4820000.0,0.0,4820000.0,0.0,0.0,0.0
40,78,g,0.05,0.0,3610000.0,0.0,3610000.0,0.0,0.0,0.0
40,79,g,0.056,0.03,3666670.0,0.0,3666670.0,0.0,0.0,0.0
40,80,g,4.6,0.6,1823830.0,0.0,1823830.0,0.0,0.0,0.0
40,81,g,5.5,0.4,2508350.0,0.0,2508350.0,0.0,1358.7,0.0
40,82,g,32.0,5.0,1333330.0,0.0,1333330.0,0.0,0.0,0.0
40,83,g,41.6,2.4,2100640.0,25014.3,1187500.0,0.0,0.0,0.0
40,84,g,1554.0,42.0,889999.0,0.0,889999.0,0.0,0.0,0.0
40,85,g,471.6,2.4,1324860.0,37196.2,1456420.0,0.0,0.0,0.0
40,85,m,10.9,0.3,132912.0,0.0,401736.0,0.0,0.0,0.0
40,86,g,59400.0,360.0,458284.0,0.0,458284.0,0.0,0.0,0.0
40,87,g,6048.0,36.0,825635.0,3843.03,941137.0,0.0,0.0,0.0
40,87,m,14.0,0.2,98187.3,3210.78,237386.0,0.0,0.0,0.0
40,88,g,7205760.0,25920.0,16093.1,1184.14,391811.0,0.0,0.0,0.0
40,89,g,282312.0,468.0,93385.0,1238.96,258204.0,0.0,0.0,0.0
40,89,m,250.8,0.6,32737.9,2438.09,638035.0,0.0,0.0,0.0
40,90,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,90,m,0.8082,0.002,16199.9,1558.27,2303780.0,0.0,0.0,0.0
40,91,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,92,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,93,g,50806700000000.0,1893420000000.0,22443.0,1847.29,0.0,0.0,0.0,0.0
40,94,g,3.47126e+24,0.0,1141900.0,1900.0,0.0,0.0,0.0,0.0
40,95,g,5532360.0,518.4,118404.0,633.751,732125.0,0.0,0.0,0.0
40,96,g,6.31139e+26,1.26228e+26,3349000.0,2000.0,0.0,0.0,0.0,0.0
40,97,g,60278.4,39.6,702292.0,2823.1,159098.0,0.0,0.0,0.0
40,98,g,30.7,0.4,910000.0,10000.0,0.0,0.0,0.0,0.0
40,99,g,2.2,0.1,1538960.0,108772.0,841406.0,0.0,0.0,0.0
40,100,g,7.1,0.4,1346770.0,85963.4,259312.0,0.0,0.0,0.0
40,101,g,2.3,0.1,2179000.0,278394.0,558147.0,0.0,0.0,0.0
40,102,g,2.9,0.2,1953070.0,91386.1,201256.0,0.0,0.0,0.0
40,103,g,1.3,0.1,2316670.0,0.0,2316670.0,0.0,0.0,0.0
40,104,g,1.2,0.3,1960000.0,0.0,1960000.0,0.0,0.0,0.0
40,105,g,0.6,0.2,2662000.0,266200.0,1764000.0,446.623,4466.23,446.623
40,106,g,0.9,0.2,2138000.0,213800.0,1091000.0,580.0,5801.2,580.0
40,107,g,0.24,0.04,2982000.0,298200.0,2201000.0,1750.0,17514.0,1750.0
40,108,g,0.08,0.0,2833330.0,0.0,2833330.0,0.0,0.0,0.0
40,109,g,0.06,0.0,3606670.0,0.0,3606670.0,0.0,0.0,0.0
40,110,g,0.03,0.0,3240000.0,0.0,3240000.0,0.0,0.0,0.0
41,81,g,4.4e-08,0.0,1835000.0,0.0,1835000.0,0.0,375500.0,0.0
41,82,g,0.05,0.005,4839340.0,299350.0,1019770.0,0.749524,1495.75,0.749524
41,83,g,4.1,0.3,2500000.0,0.0,2500000.0,0.0,0.0,0.0
41,84,g,9.8,0.9,3869100.0,336213.0,2068700.0,84.8234,1005.75,84.8234
41,85,g,20.9,0.7,2000000.0,0.0,2000000.0,0.0,0.0,0.0
41,85,m,12.0,5.0,2155600.0,0.0,2155600.0,0.0,0.0,0.0
41,86,g,88.0,1.0,2656670.0,0.0,2656670.0,0.0,0.0,0.0
41,86,m,56.0,8.0,2740000.0,0.0,2740000.0,0.0,0.0,0.0
41,87,g,225.0,5.4,1774040.0,28190.1,1220390.0,0.0,0.0,0.0
41,87,m,156.0,6.0,1389510.0,14178.4,1767140.0,0.0,0.0,0.0
41,88,g,870.0,6.0,2517660.0,0.0,2517660.0,0.0,0.0,0.0
41,88,m,468.0,6.0,2647660.0,0.0,2647660.0,0.0,0.0,0.0
41,89,g,7308.0,252.0,1082100.0,218164.0,1362410.0,0.0,0.0,0.0
41,89,m,3960.0,120.0,1210390.0,0.0,1210390.0,0.0,0.0,0.0
41,90,g,52524.0,180.0,391773.0,5250.63,1960330.0,0.0,0.0,0.0
41,90,m,18.81,0.09,42301.9,4005.73,82375.0,0.0,0.0,0.0
41,90,n,0.00622,8e-05,38704.4,3784.8,218555.0,0.0,0.0,0.0
41,91,g,21459200000.0,4102490000.0,5880.17,564.051,12565.9,0.0,0.0,0.0
41,91,m,5261760.0,17280.0,93458.6,8877.88,38032.9,0.0,0.0,0.0
41,92,g,1104520000000000.0,94672800000000.0,7931.96,606.748,1503310.0,0.0,0.0,0.0
41,92,m,876960.0,1728.0,6447.35,571.071,970384.0,0.0,0.0,0.0
41,93,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,93,m,508698000.0,4733540.0,28850.0,2636.15,2050.49,0.0,0.0,0.0
41,94,g,630720000000.0,77760000000.0,168275.0,838.912,1571530.0,0.0,0.0,0.0
41,94,m,375.6,0.6,35089.1,2890.38,12270.5,0.0,0.0,0.0
41,95,g,3023220.0,518.4,44570.4,156.59,764492.0,0.0,0.0,0.0
41,95,m,311904.0,2592.0,170809.0,6091.88,71356.8,0.0,0.0,0.0
41,96,g,84060.0,180.0,250161.0,7579.64,2445750.0,0.0,0.0,0.0
41,97,g,4326.0,42.0,468792.0,916.337,664232.0,0.0,0.0,0.0
41,97,m,52.7,1.8,14403.2,574.223,728010.0,0.0,0.0,0.0
41,98,g,2.86,0.06,1965190.0,150748.0,324527.0,0.0,0.0,0.0
41,98,m,3078.0,24.0,771357.0,22259.8,2782090.0,0.0,0.0,0.0
41,99,g,15.0,0.2,1450090.0,160130.0,298219.0,0.0,0.0,0.0
41,99,m,156.0,12.0,1415540.0,69625.9,650406.0,0.0,0.0,0.0
41,100,g,1.5,0.2,2553510.0,212946.0,708458.0,0.0,0.0,0.0
41,100,m,2.9,0.2,2047300.0,147920.0,2064430.0,0.0,0.0,0.0
41,101,g,7.1,0.3,1962380.0,307277.0,270227.0,0.0,0.0,0.0
41,102,g,1.3,0.2,2402330.0,0.0,2402330.0,0.0,0.0,0.0
41,102,m,4.3,0.4,2275610.0,169321.0,2093510.0,0.0,0.0,0.0
41,103,g,1.5,0.2,1843330.0,0.0,1843330.0,0.0,0.0,0.0
41,104,g,4.9,0.3,2701800.0,0.0,2701800.0,0.0,83.8057,0.0
41,104,m,0.94,0.04,2775380.0,0.0,2775380.0,0.0,97.3381,0.0
41,105,g,2.95,0.06,2132540.0,0.0,2132540.0,0.0,5986.96,0.0
41,106,g,0.92,0.04,2938740.0,0.0,2938740.0,0.0,24397.9,0.0
41,107,g,0.3,0.009,2561890.0,0.0,2561890.0,0.0,48955.5,0.0
41,108,g,0.193,0.017,3378880.0,0.0,3378880.0,0.0,64614.8,0.0
41,109,g,0.19,0.06,3158000.0,315800.0,2263000.0,6840.0,68402.0,6840.0
41,110,g,0.17,0.02,2923870.0,0.0,2923870.0,0.0,555870.0,0.0
41,111,g,0.08,0.0,3490000.0,0.0,3490000.0,0.0,0.0,0.0
41,112,g,0.06,0.0,4343330.0,0.0,4343330.0,0.0,0.0,0.0
41,113,g,0.03,0.0,3980000.0,0.0,3980000.0,0.0,0.0,0.0
42,83,g,0.023,0.019,3736670.0,0.0,3736670.0,0.0,0.0,0.0
42,84,g,0.0038,0.0009,2023330.0,0.0,2023330.0,0.0,0.0,0.0
42,85,g,3.2,0.2,2430330.0,0.0,2430330.0,0.0,0.0,0.0
42,86,g,19.6,1.1,1715000.0,0.0,1715000.0,0.0,0.0,0.0
42,87,g,14.02,0.26,2322.24,89.0852,1239090.0,0.0,0.0,0.0
42,88,g,480.0,12.0,1058330.0,0.0,1058330.0,0.0,0.0,0.0
42,89,g,126.6,6.0,1984110.0,17096.1,1226830.0,0.0,0.0,0.0
42,89,m,0.19,0.015,0.0,0.0,387500.0,0.0,0.0,0.0
42,90,g,20016.0,324.0,710861.0,0.0,710861.0,0.0,0.0,0.0
42,91,g,929.4,0.6,1449570.0,3468.66,977415.0,0.0,0.0,0.0
42,91,m,64.6,0.6,557836.0,59339.7,1388210.0,0.0,0.0,0.0
42,92,g,5.99594e+27,0.0,1648900.0,0.0,0.0,0.0,0.0,0.0
42,93,g,95040000000.0,17280000000.0,5647.93,564.793,10940.6,0.0,0.0,0.0
42,93,m,24660.0,252.0,107215.0,10508.6,2317510.0,0.0,0.0,0.0
42,94,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,95,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,96,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,97,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,98,g,3.15569e+21,0.0,110000.0,6000.0,0.0,0.0,0.0,0.0
42,99,g,237419.0,51.84,391250.0,6638.3,148736.0,0.0,0.0,0.0
42,100,g,2.30366e+26,1.26228e+25,3034370.0,170.0,0.0,0.0,0.0,0.0
42,101,g,876.6,1.8,547612.0,17630.4,1424940.0,0.0,0.0,0.0
42,102,g,678.0,12.0,349954.0,9520.11,18451.8,0.0,0.0,0.0
42,103,g,67.9,0.6,1316280.0,49997.0,636204.0,0.0,0.0,0.0
42,104,g,60.0,2.0,720001.0,0.0,720001.0,0.0,0.0,0.0
42,105,g,35.6,1.6,1049000.0,44000.0,2407000.0,0.0,0.0,0.0
42,106,g,8.73,0.12,1173330.0,0.0,1173330.0,0.0,0.0,0.0
42,107,g,3.5,0.5,2053330.0,0.0,2053330.0,0.0,0.0,0.0
42,108,g,1.09,0.02,1550000.0,0.0,1550000.0,0.0,0.0,0.0
42,109,g,0.5,0.2,2675000.0,267500.0,1876000.0,91.1808,911.808,91.1808
42,110,g,0.3,0.04,1833330.0,0.0,1833330.0,0.0,0.0,0.0
42,111,g,0.5,0.2,3098000.0,309800.0,2413000.0,357.2,3572.0,357.2
42,112,g,1.0,0.2,2552000.0,255200.0,1354000.0,796.0,7959.8,796.0
42,113,g,0.1,0.0,3193330.0,0.0,3193330.0,0.0,0.0,0.0
